gene_name,C3L-02168-Tumor,C3N-04162-Tumor,C3L-01663-Tumor,C3N-02300-Tumor,C3L-00568-Tumor,C3L-02627-Tumor,C3L-00965-Tumor,C3N-03424-Tumor,C3L-02625-Tumor,C3L-02619-Tumor,C3N-02289-Tumor,C3L-01884-Tumor,C3N-01025-Tumor,C3L-02963-Tumor,C3L-02546-Tumor,C3L-02552-Tumor,C3N-02288-Tumor,C3N-03425-Tumor,C3N-01020-Tumor,C3N-01194-Tumor,C3L-02964-Tumor,C3N-02675-Tumor,C3N-02339-Tumor,C3L-03272-Tumor,C3N-03875-Tumor,C3N-03848-Tumor,C3L-02650-Tumor,C3N-03486-Tumor,C3L-00904-Tumor,C3L-02646-Tumor,C3N-02375-Tumor,C3N-00211-Tumor,C3N-02374-Tumor,C3N-03877-Tumor,C3L-01606-Tumor,C3L-01000-Tumor,C3L-04391-Tumor,C3L-00445-Tumor,C3L-02130-Tumor,C3N-03441-Tumor,C3N-02575-Tumor,C3N-03092-Tumor,C3N-03051-Tumor,C3N-03093-Tumor,C3L-02127-Tumor,C3L-02669-Tumor,C3L-00081-Tumor,C3L-03963-Tumor,C3N-02425-Tumor,C3N-01892-Tumor,C3N-01893-Tumor,C3N-00555-Tumor,C3N-03882-Tumor,C3L-03962-Tumor,C3L-02665-Tumor,C3L-00927-Tumor,C3L-04014-Tumor,C3N-03880-Tumor,C3N-01846-Tumor,C3N-03076-Tumor,C3N-02426-Tumor,C3L-01838-Tumor,C3L-03961-Tumor,C3L-03965-Tumor,C3N-03072-Tumor,C3N-00221-Tumor,C3N-04127-Tumor,C3L-00923-Tumor,C3L-02649-Tumor,C3L-02891-Tumor,C3N-03851-Tumor,C3N-03886-Tumor,C3N-03662-Tumor,C3N-02434-Tumor,C3N-02435-Tumor,C3L-04013-Tumor,C3N-04124-Tumor,C3L-02660-Tumor,C3L-02648-Tumor,C3N-02283-Tumor,C3L-02968-Tumor,C3L-01285-Tumor,C3L-00603-Tumor,C3L-02969-Tumor,C3L-00415-Tumor,C3L-01455-Tumor,C3L-00993-Tumor,C3N-00497-Tumor,C3L-03678-Tumor,C3N-00247-Tumor,C3L-02349-Tumor,C3N-04155-Tumor,C3L-02163-Tumor,C3L-02629-Tumor,C3N-02285-Tumor,C3N-02252-Tumor,C3N-01411-Tumor,C3N-01028-Tumor,C3L-02358-Tumor,C3N-02284-Tumor,C3L-02170-Tumor,C3L-02164-Tumor,C3N-02523-Tumor,C3L-04071-Tumor,C3N-02494-Tumor,C3L-02951-Tumor,C3N-03204-Tumor,C3N-01017-Tumor
AASDH,20.7879,13.5191,19.3443,16.6784,17.27,19.9229,23.5119,15.8009,9.0442,16.1706,12.1241,18.8484,32.363,8.7639,11.2253,7.8994,13.5663,10.063,10.6264,8.8178,13.7815,12.3786,14.0534,29.7059,15.0594,16.5488,9.7874,14.4203,17.8345,33.9773,10.5958,12.6891,11.6154,19.2205,20.5553,13.2307,16.9463,15.7057,39.5174,15.9136,8.0399,17.6304,14.0859,10.4985,9.5216,11.7923,29.105,14.8281,14.7634,16.5201,11.3595,17.7262,78.2137,14.5222,9.3462,38.2606,15.934,20.8974,68.0326,25.7035,16.9315,13.99,15.8176,15.302,16.4684,13.9664,12.3335,13.9136,20.3446,12.5712,16.8431,51.1692,14.8656,11.6254,31.168,37.6282,13.7399,13.489,18.186,30.1654,10.5291,22.1027,24.1501,12.5441,22.5685,12.1923,18.5964,11.2378,20.6619,9.635,11.729,17.1684,23.289,14.4612,19.0244,12.5678,18.6155,14.5637,16.827,23.1886,11.5861,8.7674,19.2311,14.7605,16.3515,9.0836,17.7084,12.0821
AASDHPPT,10.9141,14.695,21.5423,15.8519,13.2261,19.6426,24.4649,13.7005,12.6191,8.7494,9.0845,15.299,10.8429,5.0435,10.6358,8.0086,14.0058,16.6481,13.8188,8.6336,10.8402,12.6866,8.0965,8.8261,14.7153,12.7779,12.3201,6.3453,17.4586,13.9168,10.5701,22.8258,12.0213,22.063,21.7527,14.9102,23.8159,12.0655,8.9845,17.8722,13.2884,24.3516,17.4836,16.0824,9.6503,12.1799,31.8892,17.2727,13.7372,16.0941,8.6957,16.4659,14.0979,22.0318,9.7831,20.3677,19.7602,14.6605,17.4603,29.9263,13.0586,13.4323,14.3963,18.3159,12.6385,11.712,12.1475,17.997,19.9069,18.1274,32.9922,10.2961,13.5339,7.8276,17.0559,21.7421,13.5561,14.6443,14.3209,29.8121,10.8251,23.8522,23.0923,10.3131,16.2172,11.0647,18.749,10.6004,16.2647,9.85,14.4072,14.2033,14.4086,13.9116,17.7826,14.7958,16.9666,15.4067,11.9948,22.5534,9.5985,6.5441,22.3579,14.3857,10.9535,7.4427,27.8423,20.812
AASS,27.9682,37.8625,24.6142,21.9657,41.3462,11.6964,15.3713,31.0654,17.7305,33.39,36.1204,52.0472,34.4322,19.3125,27.4312,35.3355,65.1022,44.5135,15.5358,17.4988,21.8882,60.0271,13.4677,44.4785,26.2617,24.1345,55.3421,10.4534,14.3637,38.5246,8.5083,12.8746,24.9182,41.1056,35.5918,35.8135,19.7692,17.4323,19.9448,120.6817,29.9134,20.1693,43.177,13.3893,12.2085,27.3497,20.8393,107.5536,2.3778,15.3586,23.3811,32.1674,35.9738,28.6914,18.7432,7.3841,36.2698,18.6766,30.133,19.7522,13.9812,39.6215,64.3584,31.3879,42.0483,41.0109,47.0862,31.692,19.1882,27.6898,6.6627,18.2964,55.5474,24.8571,20.2495,5.5071,35.0729,48.8078,9.3841,37.8924,41.2641,37.9331,48.4299,14.7076,44.6118,27.7935,17.8235,11.7723,36.9682,17.3344,24.5282,29.1643,34.7407,59.3273,36.3492,28.2275,50.2034,53.7102,23.1569,71.8885,53.6094,42.1771,50.0088,29.7727,29.3112,49.1931,35.7274,68.0297
AATF,33.5658,62.9905,34.3223,22.6068,30.2888,23.081,54.9819,26.623,37.2278,32.2466,21.9128,39.8379,52.6318,15.1583,21.9141,16.7685,47.0324,33.1997,29.0346,22.7896,24.2302,38.3944,28.0555,64.3881,23.3935,21.268,25.4401,33.3376,35.712,45.4534,51.7999,27.4955,36.3657,57.3309,19.7319,28.2044,27.5789,53.6254,19.7256,30.6868,38.129,51.8938,25.2485,38.9728,50.1437,39.9907,39.6049,36.7932,41.4751,44.4657,29.2606,41.2759,47.1604,78.0764,33.6206,45.7579,48.4129,55.0989,51.2643,69.1994,28.5051,23.7518,34.23,56.9508,80.4211,67.7253,27.3946,26.816,42.646,38.4817,41.5423,54.3205,46.8884,45.8072,37.8832,39.6908,42.0603,35.2781,35.5004,58.4115,26.023,73.9499,43.3404,41.9111,46.8588,18.9719,27.3374,22.7135,44.7634,23.1886,47.1576,47.861,44.6697,41.3415,28.3292,38.9952,47.0529,40.0034,24.846,63.2507,14.0866,16.5063,45.9737,40.5401,31.7076,26.8204,45.5366,45.3728
AATK,1.6466,2.3176,1.5152,3.1904,1.4304,1.7213,4.7435,2.5479,1.872,2.7398,1.6698,2.1516,2.1056,1.2328,1.9752,1.7849,6.5619,2.7608,2.8327,1.2136,3.23,4.7612,2.5175,1.9064,1.3308,2.2645,2.1892,1.503,1.9013,3.9653,2.5785,1.8345,2.3097,2.5766,2.337,4.0054,1.4571,5.9321,1.3169,4.0082,3.8195,2.0569,2.8569,2.8528,6.7084,3.5805,2.4126,3.0977,3.2596,3.1483,2.2821,2.1255,0.9846,5.2398,4.4013,3.2941,2.4694,1.9665,2.4907,0.5091,1.698,1.3126,1.4316,5.3614,2.1481,6.571,1.7738,1.7734,2.1871,1.6033,2.8107,1.5274,3.0732,4.1255,2.1052,0.2214,2.7335,4.0282,1.7951,5.4305,4.4988,1.2341,2.0884,2.1036,1.7596,0.8562,0.301,1.0021,3.6003,1.7136,2.4497,2.1956,3.7571,0.9466,3.2012,2.8387,2.986,1.8918,5.803,2.4303,3.2461,1.9848,2.7768,1.7125,1.4474,1.7119,1.3503,4.2303
ABAT,1.9555,7.671,3.9508,10.8726,2.1053,4.2976,1.4641,3.7468,3.6713,2.9909,4.6799,2.3119,2.0467,1.3721,2.907,3.5957,7.6971,3.7454,2.4826,5.3706,3.5422,4.2944,5.5952,10.3815,8.8866,5.0343,2.4664,1.6353,4.7256,2.1781,1.3616,4.8356,6.4355,3.4739,3.5689,5.0967,3.8622,2.2516,2.4547,3.448,9.3219,3.2174,5.366,5.6538,4.8831,2.898,1.3374,3.1963,6.7824,3.5797,6.298,1.6101,3.7903,1.2544,5.0808,1.6592,2.5661,1.9466,7.1583,4.8275,5.5066,2.7287,5.9132,2.9489,2.648,1.8848,3.8353,3.947,2.2628,2.6771,2.1975,5.6816,3.1497,1.3398,1.9932,3.9818,4.8896,3.1672,3.4399,7.4494,2.3211,1.5158,8.0921,4.2392,9.7352,2.8299,0.8564,2.3283,2.6954,4.3277,2.9942,1.5331,1.9961,4.6218,4.5836,3.4273,1.3734,6.9175,3.2552,40.2216,4.0969,2.2736,2.6651,2.846,1.6491,2.6092,1.5483,9.662
ABCA1,119.3336,114.4645,104.1165,66.0701,118.029,90.178,76.934,85.412,102.3554,117.0777,68.4698,56.5053,92.9001,56.8589,63.2206,70.5558,135.7578,110.7704,182.0809,46.1838,128.5107,230.3508,120.2408,195.0667,115.1547,134.3663,104.0119,58.4963,73.7475,127.4623,70.7805,88.7061,94.6392,71.1326,95.7906,62.1193,91.229,151.2835,35.3137,124.2142,129.9352,121.7456,96.4073,103.6691,78.8564,245.7714,166.076,209.37,76.6299,171.0637,70.2747,100.4578,109.7081,83.4087,66.697,123.6029,62.0333,66.5246,101.4021,52.9918,124.6561,74.2406,192.0136,90.7043,133.5667,138.5647,133.0834,65.2501,46.106,103.7253,68.0119,31.8468,119.3,58.6967,101.1672,115.8112,124.1884,78.871,39.9541,36.8372,78.8602,31.3967,41.2952,86.569,51.2181,50.6047,47.9706,70.1156,70.6229,114.6043,55.9498,106.0373,102.8578,87.4847,100.5385,122.7445,91.1856,118.6893,52.3501,35.4057,79.7093,67.3098,64.6764,117.0342,41.4792,90.9593,36.0266,94.1622
ABCA10,5.6707,7.1356,4.0753,3.5479,5.7228,5.3005,2.9823,5.1571,7.0215,2.6048,1.8902,6.5638,3.3011,1.2207,4.6561,2.8824,1.8756,3.3333,2.6285,2.2808,2.2236,5.6847,4.5078,15.7541,3.1544,6.4683,3.4648,1.8139,9.4316,3.922,2.6197,2.0714,1.0873,5.4527,7.5178,3.346,1.4409,1.8006,3.2656,5.3311,2.0938,2.8194,2.7106,2.5014,1.1396,3.3174,2.4911,6.2351,0.2968,1.8478,2.0918,1.141,0.4545,4.572,0.9496,0.7414,4.082,5.2354,3.5211,3.2094,2.5551,5.5763,4.6621,8.1855,5.2745,2.022,2.5927,11.0244,1.0217,6.0827,1.8405,2.6572,9.4547,1.1059,4.4578,2.0376,9.4809,7.0721,5.4967,1.2027,3.1715,12.2157,1.7086,3.9628,7.1124,11.3702,3.9589,3.569,1.171,3.5441,5.0543,2.0248,3.9495,5.1398,3.0012,6.5724,6.1258,2.6676,4.8418,0.8674,3.2504,4.6675,4.7598,7.6207,5.302,3.4117,3.109,4.1972
ABCA12,9.3158,18.8104,18.3666,36.6284,16.0452,15.5233,2.6992,7.6034,12.4914,11.2,7.3446,53.0566,18.6684,6.5442,1.9254,4.3191,22.9978,36.4482,3.95,11.2326,8.4298,8.0994,7.2132,14.1962,5.6577,11.781,5.1266,30.8853,99.7716,21.586,6.8195,14.6628,16.2678,8.0033,60.0708,11.2935,9.4017,8.7879,5.7549,11.8823,14.2166,13.2564,7.4872,2.0819,11.8233,34.2968,58.9084,1.88,37.3329,30.7734,35.6864,1.808,11.2689,11.5253,1.9439,24.2432,32.566,9.5714,129.6329,11.1867,13.4708,12.5623,5.5434,4.6057,10.7281,17.1753,8.5283,3.3184,81.8237,19.6441,0.7813,9.3733,17.7858,5.6944,23.0528,35.0211,21.5265,1.0413,13.4629,1.4803,21.2708,13.4721,2.5492,8.4433,22.148,2.836,6.4351,2.1684,16.0935,4.8234,61.0626,5.3725,14.5853,20.7888,8.5665,23.7272,18.8493,6.0758,7.9857,75.8688,3.0139,1.411,33.1952,4.1392,20.1811,5.5051,27.382,38.6202
ABCA13,82.2321,52.7752,24.8085,39.2091,76.791,115.1118,99.1846,22.4973,85.2797,54.6502,2.6474,63.1242,163.2786,20.5309,80.4987,7.0817,109.8672,71.4248,51.0357,62.7015,46.6069,11.7894,66.3875,32.8677,81.1297,15.7902,110.7769,191.8249,21.2052,103.9,106.532,6.0671,50.4603,56.3732,98.8347,2.1004,42.3374,30.4637,15.4352,58.0214,55.8178,5.5128,181.9088,8.0371,26.6192,199.8163,86.988,13.5873,56.4768,33.3601,40.0124,76.8029,93.7573,10.7005,0.3417,9.3876,8.4004,169.8061,123.2087,3.0801,2.6798,59.6234,92.1274,72.0012,122.2352,58.2572,8.6829,108.8754,15.1431,31.0018,0.0624,3.5262,118.006,97.3459,49.3131,0.0592,93.0397,30.9374,125.2153,2.9112,49.227,10.291,6.6045,45.6811,199.2538,36.7868,14.8073,35.3904,9.4322,3.3674,23.584,69.1891,72.3865,10.6773,43.8549,73.8648,86.4531,24.2622,77.529,102.1858,13.434,2.7279,116.2476,43.8189,78.0717,26.4547,99.2559,79.5306
ABCA2,4.6551,14.1731,8.5719,6.7291,13.2434,5.4446,7.5893,6.2709,12.0917,8.5343,5.8076,5.1874,3.6867,3.6276,2.9804,7.1844,13.9697,6.5192,7.4349,6.7811,11.2364,21.8904,22.8622,8.1557,3.141,6.4216,4.966,13.1301,18.6644,7.2772,10.5211,5.7797,12.625,11.6286,7.6921,5.2953,4.3511,28.4727,3.108,2.9852,12.2495,13.6563,5.4714,10.3047,7.3912,11.7465,12.3359,7.0344,11.9363,22.8717,17.5396,6.8947,3.2452,18.2812,9.8836,6.6666,7.0729,8.3988,9.0757,3.6637,16.4208,3.7704,5.8443,10.2592,3.7965,6.7111,3.2426,4.1911,9.8348,6.1025,7.0384,3.8479,11.5504,6.1448,14.2883,12.5691,8.896,9.3797,8.6594,9.9695,6.0852,3.9471,11.7927,11.7316,4.4486,7.4256,2.9875,11.6881,8.3738,7.7439,5.3062,10.7891,27.0391,9.9767,8.2824,19.2653,3.4779,8.0374,7.3338,2.9527,5.3143,5.5029,5.9374,5.6795,4.8476,4.7703,3.6619,6.7413
ABCA3,2.8076,3.984,12.9093,33.3439,3.133,32.7184,18.6645,47.7493,7.7623,31.9921,35.9012,14.5008,5.9043,16.5816,32.1953,53.0637,44.5941,24.4334,100.9872,1.1604,31.4489,154.2023,3.4929,3.0489,6.6804,92.3449,72.6891,14.6553,2.7202,43.2364,7.4727,0.3772,24.9018,7.9065,19.0722,105.7244,5.583,15.9407,15.4421,110.9654,20.2221,31.4568,40.5875,6.5626,1.3161,6.091,1.9711,122.8369,1.2183,23.1373,59.3842,10.5084,4.2196,13.4911,9.0253,2.8177,79.6961,5.2464,11.5468,0.552,19.6295,23.6147,27.9944,60.4634,2.6002,2.0097,32.5329,33.2422,33.1435,27.6363,9.9112,6.6388,22.4152,4.5261,7.8126,2.1584,8.9917,96.5315,1.2029,8.0531,33.1291,4.5869,82.8869,11.3249,9.2083,22.4011,1.9625,31.2771,86.5817,37.5245,47.3339,9.7479,2.7319,11.1436,58.825,38.6776,7.3274,54.2187,30.6372,1.5514,132.7942,79.2766,17.5678,37.8962,14.687,19.5407,4.0735,16.6709
ABCA4,0.2913,4.4986,16.1483,0.2593,0.3641,0.6224,0.094,1.4218,7.6794,0.4187,0.7155,0.756,0.4348,0.2589,0.3848,2.3382,2.1239,0.2642,0.4815,0.1014,0.9442,0.8,0.4012,0.1966,0.4104,0.7585,0.9129,0.4761,0.3692,0.6332,91.466,0.4103,0.4136,3.2468,0.2658,0.7663,1.7626,0.3211,1.018,0.968,40.6327,1.5856,0.5468,0.6002,0.9586,0.6835,0.9199,0.3642,3.2819,2.4965,0.5107,0.2486,71.8623,0.1097,17.7498,0.6034,63.0926,175.1574,3.0186,0.2561,4.8916,1.8371,0.4037,0.449,0.4537,0.3698,1.0683,0.6419,1.1666,5.5063,0.0261,0.0456,0.7872,20.2284,0.4846,0.2642,0.3954,0.4148,0.5535,4.334,0.1707,0.5404,1.2577,38.7206,52.0891,0.4335,1.9981,0.6752,31.4953,0.6418,72.4089,0.5376,0.4687,12.6155,1.3291,6.7505,0.6226,2.2091,0.333,1.0966,0.5618,0.4063,0.2842,0.7108,0.2406,0.3515,20.0255,0.8323
ABCA5,29.3513,46.426,20.7908,14.0454,33.0151,15.3232,33.0083,18.3659,21.4813,5.7436,10.1913,33.579,27.3228,9.1351,11.1614,5.9928,19.8229,18.2795,15.6103,10.1839,6.5725,14.6225,7.6091,61.3212,16.4901,11.0952,10.8657,13.3119,14.0187,29.2331,14.3387,8.0673,9.1341,42.7391,30.1432,10.0084,16.7078,18.9215,10.6565,23.3446,12.8562,8.1213,16.5942,8.2192,11.1822,27.4071,27.8308,33.4072,8.2145,11.3567,10.8694,13.96,10.2959,33.9375,13.7487,4.9972,28.4249,37.4689,24.6688,14.5494,9.1971,22.0945,25.6657,39.0423,34.9298,27.4869,11.1997,22.0118,8.5289,20.4927,14.2379,14.5263,52.5314,12.8133,22.1362,17.264,32.7683,18.6404,24.5667,16.3505,28.7199,91.0631,8.4766,25.1348,41.5366,16.5015,22.4667,7.2147,10.0459,10.917,20.5577,17.0793,42.5297,12.1794,16.3907,24.6958,28.6384,8.5535,28.0748,27.7913,8.9595,7.7196,34.9392,27.1957,19.7143,11.9715,30.6723,30.4623
ABCA6,7.2353,4.496,8.1119,7.1505,10.0728,3.418,5.3568,14.2018,11.9008,9.3599,4.7112,7.0516,5.1267,2.8844,10.8442,12.8835,4.9262,5.9483,4.7985,6.3721,5.2263,10.227,9.8083,10.6333,5.7523,16.4135,6.877,2.6454,5.6261,5.9633,2.7775,9.7312,2.9169,7.9292,12.2064,10.1314,4.6786,4.6459,7.7988,7.6152,1.7368,8.5624,4.5157,6.6645,5.0699,11.2851,6.5191,13.0653,1.4573,5.6677,6.4661,3.0251,1.5072,5.3548,3.4951,2.0894,5.6399,5.6444,5.3732,5.7957,9.0147,11.4114,10.854,9.9246,10.2062,2.4471,7.2099,18.7252,2.3389,12.2393,5.5577,3.5218,7.0833,2.2413,10.8102,2.0538,11.7091,14.5028,5.5917,0.7657,8.6504,5.6344,3.2556,6.7565,8.198,11.2305,3.4631,8.431,3.1909,11.3263,6.598,3.5039,5.417,16.8543,5.6696,10.6954,8.2367,6.1782,4.3197,1.5815,8.5683,8.4238,8.9382,14.7677,10.53,6.2072,4.0542,9.9531
ABCA7,4.9027,10.0991,7.5533,12.0143,10.1879,5.8853,6.6595,9.5156,10.7828,14.596,7.4805,17.9806,6.0311,5.4587,5.8536,5.3467,11.1072,16.7593,14.1895,12.5402,10.9036,17.2714,33.9001,10.9563,2.3367,8.6085,9.9798,12.1547,8.016,9.4082,10.5179,7.0193,4.6655,4.34,5.246,4.5055,2.8103,11.6181,9.7332,4.8444,3.9785,9.2346,17.5142,9.8555,10.107,9.1185,1.6039,7.7994,6.0742,8.4613,9.8991,9.5617,5.8986,10.5866,7.5725,16.5868,4.4836,3.808,11.8778,6.5602,8.7864,6.6963,6.2443,5.9135,4.8918,5.6145,7.4635,8.5877,19.3193,6.9473,6.692,14.6352,7.134,8.1142,18.7194,17.1012,10.4784,5.9366,14.4972,4.3268,5.9389,2.0768,5.1555,11.2694,7.347,6.8735,5.8704,8.6404,7.984,6.3247,6.7551,8.3575,20.5132,18.1346,12.4452,9.095,21.6373,9.2586,8.7989,21.7579,7.757,9.5158,8.9836,12.9088,6.0565,7.5798,3.3533,9.5207
ABCA8,4.0294,2.4293,4.5931,4.1942,4.7594,2.8512,7.3154,12.5767,7.2468,2.5551,6.1834,2.0829,1.3602,1.8156,6.5922,6.7937,1.4867,1.9781,2.0929,1.2335,1.8734,8.5581,4.2075,5.0652,2.2201,7.3347,3.5667,2.7506,9.4468,4.9962,0.613,2.3834,1.564,5.4025,5.0052,9.8202,1.681,3.6676,2.7741,11.4527,0.7971,3.2464,2.0951,1.5853,2.4422,1.6687,1.1703,9.7891,0.2998,3.7262,3.3424,1.2646,0.246,1.9076,7.0259,0.6815,5.2192,1.2881,2.2857,2.204,4.9883,4.9917,6.205,11.4011,3.4019,0.8696,3.9403,16.3343,1.6179,9.05,0.8266,1.6396,2.7994,1.864,3.6486,0.3933,2.325,18.7125,4.509,3.2998,4.2276,0.4278,2.7987,3.9032,2.515,11.3305,2.077,5.626,1.7591,3.2103,7.8326,1.6722,2.4238,6.7929,7.9695,8.2574,2.3258,4.2431,2.6541,0.7987,9.1478,10.3686,3.4831,4.5649,3.619,2.9286,1.6484,5.468
ABCA9,5.3132,4.5259,5.1963,4.6095,5.5864,1.7439,3.3475,6.5109,9.3565,6.6951,3.4373,5.7107,3.6099,1.8726,5.9767,6.3721,3.7145,3.2344,3.0962,4.6758,3.6056,6.9713,4.0941,10.3508,3.2411,7.5048,3.7386,2.1404,3.6558,4.7325,2.5101,7.7309,2.3599,3.0286,7.6828,6.8805,2.6596,3.8887,6.03,5.1708,1.1756,5.2356,2.762,3.2338,3.9132,9.8484,2.5286,5.6158,0.7323,4.2329,4.7365,1.733,1.0583,3.1159,4.3264,1.0319,3.5207,4.507,3.5318,2.5433,4.624,7.5095,7.7328,6.5292,6.3593,2.6565,3.0421,11.9345,1.6775,8.4944,2.5137,3.3095,6.0349,1.4421,6.6924,1.4182,8.5152,11.4289,3.6124,0.5306,5.7976,6.2274,2.1156,4.2451,6.6864,8.8743,3.0647,5.0468,2.3886,6.9483,4.8342,2.1122,5.7082,6.7084,3.8506,9.8745,4.1193,2.9178,2.0545,1.7888,5.1619,7.7085,5.9391,9.2476,7.0448,4.8118,1.9718,5.2916
ABCB1,1.6505,3.1368,3.0662,1.7647,1.5921,2.1398,3.3527,3.0139,4.9206,1.1801,2.6015,1.937,0.8004,1.1982,2.597,1.6,2.3804,0.9897,1.2591,1.9951,1.5609,4.5519,0.8409,2.5894,2.1198,3.5273,3.14,2.3893,4.601,1.5169,1.5336,1.6383,1.6513,2.3897,3.105,3.5393,1.5064,1.6963,1.8563,3.1949,0.4098,5.1776,0.8086,2.7107,1.743,1.7229,1.7832,3.1645,1.029,2.7452,3.4552,0.9673,1.2306,1.3784,5.23,2.1303,2.6473,3.3042,1.5804,0.9237,3.5603,2.3439,2.8299,1.9589,0.7245,2.6093,1.0331,4.9783,1.7905,3.7221,0.9496,1.1121,1.5221,1.1979,1.3048,0.4249,1.8003,8.4926,3.6488,4.018,2.0444,0.8391,3.1468,9.1708,2.4794,5.9077,1.0037,3.0196,1.8238,4.5788,2.3828,1.6033,0.8244,6.5623,1.1316,3.3171,2.439,2.3888,0.8265,3.7704,3.5923,3.3205,1.8204,4.2233,2.2031,0.91,0.7767,2.8529
ABCB10,24.468,38.2122,25.407,15.4573,15.6238,18.0549,23.0406,14.0305,22.7532,18.6442,10.8424,27.1959,36.4508,6.917,11.3819,8.8899,18.748,19.1246,21.1787,9.6379,11.7635,22.7104,11.91,21.2842,15.8782,15.3185,14.4189,17.6657,19.0441,27.2286,16.5977,15.4068,10.6459,20.5155,25.2728,18.7299,17.2331,23.5362,14.1461,23.2456,11.6959,13.2562,13.9303,16.8074,20.7385,34.8638,31.8774,20.2014,13.2075,19.5222,12.884,20.3124,11.7276,57.3644,16.2689,17.9403,33.7048,26.4047,35.8926,20.7646,14.3493,12.005,18.7574,24.2462,24.1356,16.3194,14.433,18.3143,30.1649,26.6705,30.7733,20.9923,25.3114,27.6968,17.4899,39.1131,23.0677,26.0704,19.3804,19.0879,19.1097,46.3094,19.1613,18.0027,20.7971,11.9991,13.6049,12.2906,26.6124,13.5702,23.4212,26.4767,22.311,18.477,25.6181,32.9245,42.2313,15.2069,9.1023,10.462,9.621,9.0518,29.0811,19.9795,23.7446,15.5103,38.9862,24.4545
ABCB11,0.0461,0.8346,1.0565,0.0985,0.1268,0.8427,0.1354,2.3139,0.089,0.2319,0.1389,0.513,0.0482,0.0522,0.2558,0.1161,0.1754,0.3469,0.1123,0.1748,0.1211,0.1219,0.1222,0.0688,0.1695,0.7492,0.2208,0.1779,2.3674,0.0893,0.1915,2.2241,0.1676,0.3815,0.3054,0.7241,0.0957,0.0754,1.3271,0.223,0.0426,0.1152,0.6646,0.7194,0.1047,0.195,0.0886,0.0448,0.1748,0.4081,0.0786,0.0565,0.239,0.027,0.6035,0.4549,0.2393,0.1058,8.299,0.0732,0.2117,0.1683,0.169,0.2119,0.067,0.0386,0.2051,0.8516,0.1321,1.299,0.106,0.2356,0.0329,0.0249,1.2859,0.0488,0.0692,0.0541,1.6767,0.0517,0.1547,0.0249,0.2898,0.467,1.7742,0.5806,0.5427,0.1617,0.3955,0.2563,0.296,0.0551,0.0371,0.5115,0.3465,0.103,0.1749,0.4015,0.1994,0.0844,0.1359,1.0409,0.0984,0.3375,0.0808,0.2973,0.2605,0.1642
ABCB4,1.5925,1.4164,1.6236,0.5817,1.0239,0.6979,0.9564,1.54,0.9859,0.5312,0.9545,1.0139,0.3446,0.5011,1.1247,1.3296,1.463,0.6277,0.8501,0.7292,0.5606,1.6369,1.0981,0.9271,0.9308,1.8901,0.5901,1.1101,1.0023,0.5603,0.5007,0.9643,0.8256,1.0881,0.5335,0.8475,1.204,0.9146,0.7215,0.9506,0.2767,1.1595,0.5207,0.8597,0.896,0.9851,1.4376,0.8617,1.0557,0.6699,1.3258,0.409,0.767,0.849,0.6024,0.9176,1.2244,0.7569,1.4974,1.3341,1.5321,0.8631,1.7067,0.4966,0.8864,0.8874,0.7246,1.937,0.5745,1.7875,0.3753,0.8233,1.4291,0.3318,0.9223,0.3531,1.0588,1.039,1.2243,4.2598,1.5445,0.6973,2.5927,1.5794,0.8223,1.0949,0.8055,1.5069,1.2736,1.5022,0.8866,0.6056,0.6943,2.827,0.9403,0.8877,0.7176,1.4029,0.6968,0.4548,0.5785,2.4645,1.2868,0.9939,0.9113,0.735,0.684,0.8827
ABCB5,0.1076,0.0199,0.1187,0.0547,0.0672,0.1676,0.1475,0.3316,0.1147,0.0682,0.1022,0.2618,0.3613,0.038,0.0305,0.0305,0.0516,0.0271,0.1716,0.0156,0.0275,0.4524,0.0093,0.0669,0.4816,0.1097,0.1068,0.053,0.124,0.1488,0.038,0.0474,0.0652,0.2157,0.0636,0.0902,0.0239,0.1347,0.0623,0.4075,0.0355,0.032,0.014,0.0273,0.1122,0.0382,0.1754,0.1962,0.0073,0.3854,0.2292,0.053,0.0356,0.1912,0.0072,0.0232,0.0416,0.0147,0.4201,0.1449,0.1411,0.1212,0.0911,0.1459,0.2792,0.3479,0.2499,0.1756,0.0865,0.1317,0.008,0.014,0.0411,0.0,0.1977,0.0102,0.1153,0.1127,0.2795,0.3233,0.0287,0.0208,0.353,0.0238,0.0,0.466,0.1904,0.0449,0.0638,0.0758,0.0493,0.0552,0.1468,0.1675,0.1624,0.039,0.0162,0.3187,0.0083,0.0141,0.1014,0.2286,0.041,0.3844,0.0337,0.0649,0.0161,0.0316
