Index,AO-A12D,C8-A131,AO-A12B,E2-A10A.notinstudy,BH-A18Q,C8-A130,C8-A138,E2-A154,BH-A0BZ.notinstudy,A8-A09I.notinstudy,C8-A12L,A2-A0EX,AO-A12D.REP2,AN-A04A.REP1,BH-A0AV.REP1,AO-A12D.REP1,AN-A04A,BH-A0AV,A2-A0D0.notinstudy,BH-A0HK.notinstudy,C8-A12T,A8-A06Z,A2-A0D1.notinstudy,A2-A0CM,BH-A18U,A2-A0YI.notinstudy,A2-A0EQ,AR-A0TY.notinstudy,AR-A0U4,BH-A0HP.notinstudy,BH-A0EE.notinstudy,AO-A0J9,BH-A0E0.notinstudy,AR-A1AP,AN-A0FK,AO-A0J6,BH-A18V.notinstudy,A7-A13F,BH-A0E1,A7-A0CE,BH-A0C0.notinstudy,A2-A0YC,AO-A0JC,A8-A08Z,AR-A0TX,D8-A13Y.notinstudy,A8-A076,AO-A126,C8-A12P.notinstudy,BH-A0C1,A2-A0EY,AR-A1AW,AR-A1AV,C8-A135,A2-A0EV,AN-A0AM,D8-A142,AN-A0FL,BH-A0DG,AN-A0AS.notinstudy,AR-A0TV,C8-A12Z,AO-A0JJ,AO-A0JE,A2-A0T2.notinstudy,AN-A0AJ,A7-A0CJ,AO-A12F,A2-A0YL.notinstudy,A2-A0T7.notinstudy,C8-A12Q.notinstudy,A8-A079,E2-A159.notinstudy,A2-A0T3,A2-A0YD,AR-A0TR,AO-A03O,BH-A18R.notinstudy,AO-A12E,A8-A06N,A2-A0T1.notinstudy,A2-A0YG,E2-A150.notinstudy,BH-A18N,A7-A0CD.notinstudy,C8-A12W.notinstudy,AN-A0AL,A2-A0T6,E2-A158,E2-A15A,AO-A0JM,C8-A12V,A8-A08G.notinstudy,A2-A0D2,C8-A12U,AR-A1AS,A8-A09G,C8-A131.REP1,C8-A134,A2-A0YF,BH-A0DD,BH-A0E9,AR-A0TT,AR-A1AQ.notinstudy,AO-A12B.REP1,A2-A0SW,AO-A0JL,BH-A0BV,A2-A0YM,BH-A0C7,A2-A0SX
ANKZF1,0.881735227,1.163143119,0.821176639,0.448906371,0.805564397,1.1820245,1.066160526,0.822135779,0.387281099,0.73944967,0.923511743,0.905306778,0.849305921,0.71266282,0.707989645,0.902167094,0.780788358,0.759832464,0.683356984,0.534355565,0.821266976,0.690474171,0.454551612,1.493631293,0.976210875,0.062680958,0.914953321,0.229744161,1.083782914,0.401968855,0.328081104,0.653024963,0.392030286,0.949977272,0.799347728,0.181100914,0.972875956,0.949411202,0.763606479,1.000465834,0.756951352,0.869257939,0.908191803,1.369589357,0.583763037,0.320598345,1.106958812,0.811508901,0.58225976,2.349945679,1.334080361,1.232323498,0.571239721,0.913676582,0.598431491,0.91826542,0.825932409,1.290073403,0.874233707,0.678241703,0.710324797,0.823693949,1.027642182,0.905353021,0.798160174,0.888920772,1.271920125,1.196249162,0.245147007,0.529188695,0.884869521,1.031240454,0.129406916,1.052259907,0.600710082,0.934403302,1.599211311,0.579306645,0.956458849,0.658950118,0.634032202,0.883878697,0.406261867,0.901486574,0.284691969,0.414798223,1.410711253,0.619689109,1.187975791,0.882194524,1.461355317,0.967772384,0.460484355,0.956056868,1.131701874,1.341548797,0.847898542,1.106597343,1.006043091,0.818756585,0.997498576,0.54821947,0.664316836,0.722330218,0.648860468,0.989003713,1.040679939,1.153887637,0.61309021,0.470151571,0.879836826
ANLN,1.166464049,1.177687165,0.551743323,0.122407868,0.664761456,1.267255665,1.194563236,0.518967554,0.171965643,0.157698606,1.803585579,0.594096792,1.186137904,0.904291422,0.732343631,1.272191188,0.813716848,0.679524867,0.295811083,0.227361696,0.764436263,0.63966137,0.055620901,1.769792579,0.786669635,0.052599746,0.995883823,0.057136753,0.850355721,0.110156885,0.086382073,0.470275108,0.083219483,0.640296034,0.45026084,0.129025889,1.554927596,1.212090816,0.86057203,1.580845225,0.105085427,0.966611605,0.487645973,0.797293806,0.128215203,0.094372974,0.929179627,0.732916742,0.25386653,3.872297428,0.972926763,0.710730108,0.554936954,0.682940355,0.319692363,1.004345646,0.70278799,0.8098921,0.820682351,0.126887138,0.859691618,0.272844904,0.770220056,0.720979039,0.708220704,0.839203443,0.688931957,1.5322226,0.131312868,0.073057354,0.286613173,1.240523198,0.051546901,1.083942974,0.284279261,0.663449437,1.051499892,0.125207177,1.181643338,0.483992163,0.0757975,1.285453973,0.094091861,0.542155331,0.042362306,0.064068645,1.872715654,0.314967692,1.200864667,1.273119995,1.218239096,1.188343415,0.145184258,1.479410682,1.167819911,1.064817579,0.448020804,1.291825864,1.864174525,0.805563533,0.732337005,0.478206909,0.584703394,0.045267322,0.451819862,0.924531826,1.520735724,0.695353982,1.483309424,1.093954169,2.057195649
ANO1,0.596529732,0.912962566,0.656587633,1.423547256,0.253244968,1.315186388,1.128665624,0.370327316,0.086421293,0.178972228,1.180893632,0.923464237,0.449823536,1.218374123,0.373583793,0.798888777,1.184715491,0.441307787,0.258555834,0.29864399,0.797603995,0.542419489,0.095158386,0.726582976,0.586540101,0.103160259,0.950554881,NA,NA,NA,NA,NA,NA,1.643957705,0.657513726,0.204884827,0.310991839,1.331990514,0.763360287,0.510655055,0.053438417,1.574789502,NA,NA,NA,0.120806575,1.152439145,1.906559331,0.020187528,0.444867951,1.476659463,0.980582284,1.157322373,0.64743794,0.11459475,1.1523389,0.220727191,1.742219937,0.730846035,0.258857683,0.524797319,0.084669172,0.867382747,0.814386506,0.132910195,0.387005456,0.678265125,1.852044049,0.328106206,0.042740448,0.224332767,0.881264227,0.113896539,2.570267878,0.50626191,0.908977916,2.377494847,0.233094248,1.439440466,1.124838365,0.127678578,0.597206873,0.246369101,1.141772819,NA,NA,NA,0.505982165,0.620802774,1.571165997,0.934231921,1.229954298,0.204459371,0.823748396,0.650809266,0.712537562,0.088739555,0.619901748,0.448435869,1.429452639,0.548934096,0.740212966,0.857968521,0.377803932,0.639305183,0.407561802,0.495731459,1.545504979,NA,NA,NA
ANO10,2.524294955,1.467010994,0.603798252,0.414903495,0.668738025,0.772722864,1.432532988,0.504014304,0.347395552,0.426154182,0.977626237,0.740184526,2.825150306,0.891080662,0.642033197,2.91572656,1.049914412,0.637462863,0.22327494,0.242546694,0.474909547,0.284901034,0.488747173,1.027799892,0.550946437,0.261371541,1.351127763,0.446373646,0.542464464,0.231772971,0.651813365,0.606836495,0.403064884,1.247764622,0.43427816,0.146095639,0.652410872,1.014547618,0.751877061,0.435727628,0.439819559,0.971775998,1.485330126,0.561119161,0.367628599,0.272417016,1.67003646,0.929121652,0.430948022,2.400308463,2.016206871,1.019406081,0.312030569,0.873066408,0.675655745,1.455856665,1.107168705,0.655879938,0.990261631,0.408360435,0.581612956,0.530833314,0.679173108,0.91796513,0.833946495,0.566279812,0.672583984,0.982534688,0.466230395,0.313481806,0.687546787,0.543652282,0.267457044,0.503781495,0.477174529,1.239379721,0.946765733,0.334660032,0.862175523,0.624031705,0.458600105,1.019023187,0.547812598,1.063058477,0.106733942,0.116873329,0.93655391,0.445052476,0.753301557,0.793869065,1.071798708,0.738476684,0.648463679,0.679457243,0.713862839,1.775445992,1.013077919,1.543546709,0.660896253,0.699290611,0.565176076,0.548717643,0.566252255,0.271064603,0.348465786,0.542879169,1.06854093,0.730986353,0.398786975,0.291328766,0.507500719
ANO5,0.597759336,1.322491335,1.38597103,0.266655992,0.384394562,1.007451306,NA,NA,NA,0.977345247,1.010502259,1.425440884,NA,NA,NA,0.690304744,0.596126187,1.238715151,NA,NA,NA,NA,NA,NA,0.958563092,0.264241962,0.71670138,0.332715912,2.012521225,0.653880623,0.7086703,1.182346803,0.843713363,0.69054651,0.361328469,0.256562497,0.369682013,1.103869528,1.266249575,1.30520835,0.286185366,0.800405853,1.344913179,1.109793222,0.628162818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640348822,0.627687377,1.4439348,NA,NA,NA,NA,NA,NA,0.484583225,0.490464165,1.357832705,0.262882732,1.152350029,1.226768456,1.112157598,0.530804858,0.91027364,4.035852513,1.149659962,0.783104786,1.150710598,0.382424977,1.013995548,NA,NA,NA,1.292557715,0.575518842,0.60381883,1.221981446,0.810150919,0.54403298,0.521940329,0.955897351,0.803271385,0.393722102,1.436156905,0.520579843,NA,NA,NA,NA,NA,NA,1.295408602,0.6265975,1.144281141,0.776581299,0.616048117,1.10564021
ANO6,1.262695583,0.943881336,0.638346426,0.099482955,0.705243795,0.923787627,0.982014705,0.757296795,0.168492049,0.583015308,1.360153464,1.255015356,1.250727429,1.019565332,0.569714586,1.168378676,1.116674557,0.679578187,0.499431662,0.489277012,0.498718511,0.691412877,0.10712015,1.20850104,0.754158066,0.065448776,0.822729796,0.570536389,0.477711998,0.396255779,0.363038899,0.875347006,0.128929744,1.192043707,0.919392519,0.226523138,0.379013843,1.023283997,0.904717667,0.660894924,0.117664222,1.018522011,1.887470281,0.757614126,0.495481573,0.234259068,1.193992996,1.477217811,0.314057259,3.356866789,1.475093594,1.676067526,0.299109782,0.455436488,0.59829463,1.173673879,0.941495136,2.538473975,0.862460308,0.372632449,0.779001214,0.442895502,1.463105987,1.042676145,0.341461736,0.440301228,0.634435088,0.952417884,0.630977706,0.506210197,0.669288124,0.652400632,0.323110626,0.857977022,0.643378863,1.731623187,0.631373175,0.323629011,1.159006937,1.121287523,0.120107937,0.744586201,0.074844027,1.326408796,0.331142248,0.327659471,1.198019281,0.719617622,1.798746774,0.988929822,0.978744559,1.028966984,0.184075257,0.768677354,0.657460974,1.598852948,0.505811895,0.915660055,0.981293977,0.766592761,0.978434656,0.846894406,0.651501261,0.255662169,0.475395536,0.972534681,1.016722135,1.077227933,1.222954049,0.604531576,1.111756803
ANO8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832593061,0.218132566,1.049295404,0.028477047,2.388231811,0.189960389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.885275656,0.455127267,0.116566423,0.192999201,1.235346875,0.388957262,1.219102876,0.981151148,0.190426487,NA,NA,NA,NA,NA,NA,0.521452903,0.643422634,0.680613289,0.25123195,0.28608873,0.696074097,0.106158396,0.341270975,0.180992499,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076296476,0.141532651,0.994344092,0.200007564,1.633095085,1.494682096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANO9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6177172,2.614067024,0.928025822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127356063,1.580522381,0.667295991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANOS1,0.862345409,0.750095052,1.161293827,0.037558647,0.239769096,1.084984099,0.957444447,0.332087376,0.072570797,0.056376484,0.744066332,0.931294415,0.831084324,1.168232085,0.400802301,0.886794104,1.007262752,0.437588661,0.055891486,0.028916291,0.708392599,0.068422515,0.064430949,0.427687252,1.413210482,0.03698602,0.942845276,NA,NA,NA,0.119834932,0.634963498,0.159728389,1.005649607,1.309520055,0.296838153,0.726941795,1.758082019,0.886460197,0.817789451,0.051085281,1.761763857,0.714297432,1.126864139,0.422582801,0.51109599,1.180134518,0.917555601,0.04377815,1.508782648,1.060681751,NA,NA,NA,0.15665706,0.795731091,0.428996653,0.447482778,1.233186475,0.191431713,0.998822075,0.291331135,0.973575521,1.70280629,0.546783404,0.477115553,1.194640564,0.696744738,0.096586452,0.50314531,0.586057473,1.316199459,0.049393,0.584741672,0.284133388,1.419704236,0.739566678,0.160680634,0.694661742,0.942189356,0.876101234,0.755509825,0.027208461,0.886868808,0.124000788,0.141712023,0.710988098,0.49837882,0.820925088,1.28599933,1.529341154,0.581634197,0.617650438,0.480693059,0.985467213,0.800977249,0.188537855,0.726735123,1.074845641,0.858871689,0.705611739,1.030064455,0.767615416,0.248395147,1.067030387,1.175427643,0.692483326,0.925096546,NA,NA,NA
ANP32A,0.660943646,0.81074498,0.750100792,0.537914509,0.83703078,0.993708448,0.835426027,0.748927695,0.175880471,0.437020521,0.667469852,0.967957306,0.663965985,1.090206857,0.524727069,0.705757248,1.141803398,0.501801515,0.093541615,0.269108849,0.806316018,0.568471995,0.105739677,1.318811518,0.851137141,0.087119245,0.995526976,0.098388663,0.976361055,0.205536518,0.091339405,0.691127839,0.095524443,0.728018548,0.85955597,0.128657554,0.562980291,1.113692353,0.70762749,1.048874654,0.407686638,1.268822652,1.211292167,1.316723962,0.30647898,0.142605504,0.827539851,1.82239936,0.30231896,2.104923914,0.984888316,1.452912602,0.490458073,0.64236531,0.477203425,0.938100194,0.6086184,0.637765281,1.066755949,0.244387848,0.927704318,0.493432657,1.19985643,1.009835753,0.768878229,0.732614918,1.153242885,0.915404987,0.110788372,0.238187471,0.432944014,1.129306241,0.351304684,0.713687856,0.513710549,1.726477736,1.56444503,0.173804448,0.735578985,0.890799441,0.14769144,0.936108575,0.22322079,1.29944129,0.086919287,0.15319888,0.885201012,0.762480159,1.550775721,1.110435832,1.27752674,0.896956005,0.210148575,0.832404077,1.074018828,1.564905403,0.973110092,0.704843325,0.763372016,1.000382122,0.962855373,0.569016517,0.949649138,0.437406618,0.767612779,0.446810503,0.509564751,0.910674711,0.288166579,0.206354753,0.654993205
ANP32B,0.589880397,0.850955327,0.450146635,0.694392106,0.986982662,1.020203228,0.842499319,0.762470961,0.467881255,0.219447606,0.617485323,0.708309337,0.569913244,1.26047882,0.661244319,0.566087383,1.472390276,0.80325404,0.51658125,0.358084924,0.560848145,0.500393894,0.844678821,1.910310924,0.804376172,0.273274074,1.508309166,0.348656758,1.146555625,0.36069717,0.768191265,0.739755491,0.281642245,0.610189088,0.775917034,0.11452462,1.059636009,0.82173819,0.753455811,1.437781949,0.976835864,1.055261373,0.843566076,1.217951136,0.426977058,0.268838693,1.128154359,1.085153303,0.31612762,4.252939322,0.973260845,1.521028656,0.472075573,0.850142393,0.560060157,0.924531481,0.748195527,1.39197938,0.959484351,0.377692331,0.999520812,0.533438809,1.069160055,0.915404451,0.604876519,0.539832719,0.908300774,0.923612489,0.386880864,0.474262688,0.43793902,1.141028535,0.443504378,1.00279038,0.559983692,2.361277076,1.228923482,0.263017095,0.679202399,0.763513598,0.237763646,1.172360595,0.439465644,1.091485616,0.143953956,0.36103717,1.143641695,0.616718442,3.949650534,0.993018387,1.450083568,0.940609957,0.514297753,1.431756819,0.932424289,1.279555257,0.9880119,0.803590051,0.976168029,0.826963067,0.787415178,0.535790087,0.768213499,0.585805688,0.427468341,1.022165364,0.602958518,0.905733173,0.266883037,0.238650868,0.971000198
ANP32D,NA,NA,NA,0.950311023,1.7544637,0.871467542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934160496,1.5065266,1.118795063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANP32E,0.578297601,0.728591597,0.882058433,0.692807675,1.167290881,0.919811914,0.783031384,0.602240271,0.970366454,0.737600926,1.386209635,0.822908874,0.529648155,0.883250736,1.255429014,0.571258303,0.74389715,1.181327994,0.862653628,0.480924488,0.987576988,0.292726867,0.396671274,2.30440134,0.954686919,0.297534664,1.276592493,0.542080808,1.286371504,0.399468961,1.024612007,0.482854411,0.531199964,0.743434119,0.3068134,0.121388788,1.346317922,0.428887398,0.670031158,2.543712757,1.120887548,1.083035697,0.772103271,1.26297447,0.504617171,0.580615821,0.749037078,0.59286897,0.515095126,4.354803421,0.649263073,1.826549998,0.709412902,0.494782165,0.892463971,1.027843131,0.991347345,1.178326592,0.877353542,0.46333912,0.610634724,0.568032278,1.030579645,0.772538588,1.585727712,1.001894138,1.056791155,2.484072064,0.774891362,0.476873797,0.621776005,0.614040493,0.750008401,0.972420855,0.898432176,0.675930028,1.186231585,0.390314718,0.450939453,0.786974188,0.364923788,0.370687758,0.934251936,0.742873726,0.237884233,0.458563518,0.932010554,0.701024216,2.577104255,0.991657787,1.195960041,1.272594948,0.919813765,1.563929753,0.718535732,1.162889887,0.525636097,0.695581688,1.464250857,0.753101523,1.171414191,0.588227223,0.748765519,2.004791027,0.920336865,0.591545976,0.985669843,0.834135188,0.316247619,0.333929634,1.251692925
ANPEP,0.588938803,1.426434605,0.41687081,0.367939941,1.450563986,0.77592591,0.885914436,0.68975708,0.432735708,0.454436703,0.665497505,1.013111981,0.524462312,0.875411482,0.687271238,0.548237435,0.814875994,0.650295833,0.623378443,2.716667532,0.835717069,0.312963565,0.412710101,1.189525334,0.69864551,0.209166401,0.971936019,0.32225563,1.542783804,0.391968528,0.49006675,0.560122935,0.263585558,0.763136601,0.568181993,0.236759905,0.605975119,0.785529391,2.105668316,0.534249411,0.512030163,0.882447756,0.806793673,0.569737723,0.416303486,0.327146347,1.170748738,1.89138884,0.233593242,2.425835685,0.836662007,0.818614286,0.301397298,0.615957031,0.477926879,0.84854514,0.622466494,0.451843551,1.187814181,0.602629763,0.426987614,0.513231303,1.903189308,0.734223727,1.734495795,0.5841583,0.551930051,0.988342443,0.757667561,0.754651505,0.510889973,0.533372507,0.230102223,0.785663959,0.801356042,2.824619689,0.702730299,0.294922262,0.941131889,2.910194823,0.547868725,0.56718328,0.919823668,0.928201001,0.929777311,0.309171941,1.126203997,0.469002199,0.796395172,0.746688498,1.357845555,0.723769661,1.731009184,1.267469279,0.850193721,1.098099103,0.463884118,1.2752872,0.831309406,0.925915061,1.099451446,1.253634349,0.559472552,0.376636357,0.304633555,0.587154709,0.485857876,0.862021006,1.190136204,1.976851598,0.890852545
ANTKMT,0.846738964,0.681661721,0.66450557,1.460835847,0.960678575,1.191027119,1.39870266,0.691666993,0.260838437,1.357524659,0.603451537,0.513082843,0.927314736,0.989243787,0.455102406,0.974170883,2.596737989,1.109561866,0.485065451,0.562165453,0.847459493,NA,NA,NA,1.073231851,0.145415564,1.221210799,0.840523157,0.503198767,0.539499351,NA,NA,NA,1.056641174,0.845404686,0.208420707,NA,NA,NA,NA,NA,NA,0.977026239,0.707505326,0.105180873,1.161554738,1.01590908,1.012782094,0.069059182,2.39314525,1.917707979,1.071623632,0.436016129,0.541610471,0.332781995,1.570547108,0.666937745,NA,NA,NA,1.194346122,0.851489183,0.954404456,1.239716436,0.2825944,0.43272622,0.632058003,0.842750965,0.077546903,0.05667869,0.148604757,0.798676376,0.563595266,1.177649978,0.655666086,1.850299532,2.283617161,0.23002916,1.010719173,0.815838523,0.835207984,1.32604953,0.670276794,2.21778521,0.617159171,0.788430712,1.075617958,0.526429523,0.677834371,1.120566793,1.087313073,0.591210921,1.348299747,0.487390024,1.402076777,1.835931542,1.363266637,0.426347901,0.500574303,1.261041042,0.378910137,0.524046928,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANTXR1,1.410064126,1.124639618,0.533833747,0.192022404,0.539931877,1.268063615,1.351651866,0.740666873,0.322310418,0.213017534,0.729895555,1.461556768,1.248636197,1.125701018,0.960298972,1.593641874,1.974447258,1.002383544,0.330172593,0.385223958,0.670304089,0.425151098,0.534863468,0.975813687,1.271502174,0.452074253,0.66700952,0.424966052,0.559516378,0.39825904,0.073783897,0.839324215,0.086638531,1.063036755,1.094243692,0.297864563,0.908106969,1.370957929,0.77750667,0.68545026,0.083555864,1.468682109,0.870619164,1.0600599,0.46482338,0.148620352,2.429144466,1.103175903,0.591609439,2.488672371,1.299401279,0.836961028,0.512222674,0.728523024,0.852055333,1.440960956,1.212862892,0.722990124,1.066940788,1.629323225,0.655256956,0.286510743,0.939818418,1.04833211,0.208960959,0.427221368,0.844705889,1.138946991,0.188992769,0.758684801,0.708856064,0.939520475,0.164799862,1.375663381,0.788670914,0.655242922,0.929791156,0.467900624,0.611558136,0.60631547,0.111344277,0.580743818,0.034456984,1.076835552,0.292365939,0.45180873,1.147022799,0.800612199,1.416474951,1.33540296,1.480224807,0.713358019,0.337734142,1.00679378,0.762670885,2.480861432,0.369917316,1.205118573,0.898669306,0.949188265,0.278489854,0.672762114,0.721141449,0.142826134,0.243529394,0.771889749,0.651961489,0.713649799,0.93757026,0.719860106,1.089224953
ANTXR2,NA,NA,NA,0.672539036,0.859263949,0.921395002,NA,NA,NA,0.629301917,1.936497755,1.442496407,0.901354856,1.164036278,0.767536161,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982841205,0.032726778,1.252005721,NA,NA,NA,0.997751574,0.636532929,0.578810194,1.143552556,0.769110678,0.244455334,0.208103206,1.100168891,1.276985185,NA,NA,NA,NA,NA,NA,0.263989337,1.817319441,1.150606944,0.233427657,3.321973034,1.114063179,1.316722585,0.605733797,0.524511445,0.848910494,1.194257072,0.881481156,0.289742726,1.023172474,0.116925798,1.18679417,0.172841244,1.726467115,0.899875314,0.367520102,0.693518039,0.714794904,0.400021747,0.043855014,NA,NA,NA,0.039940384,1.134422757,0.328399312,NA,NA,NA,0.93473218,0.910197878,0.061901708,0.963980126,0.619515102,0.872861823,0.71161973,0.64585306,1.127995126,0.663302107,1.521176677,0.92872546,1.143362504,0.98820453,0.267512483,0.974920118,1.064473215,1.684767599,0.244811089,1.339996413,0.747291155,0.91036934,0.411746185,1.008462816,0.663854218,0.042818826,0.634254755,NA,NA,NA,1.362887815,0.654646984,1.266135509
ANXA1,1.377037564,1.470548746,0.37154637,0.529230556,1.104326113,0.870081488,0.736496691,1.34154964,1.077442102,0.7200667,1.235030176,1.298044915,1.337043626,0.720581696,1.589724811,1.154467592,0.720354722,1.545878035,0.732911243,0.494411119,0.94781124,0.35149082,0.418750841,1.96714765,1.147048976,0.310618333,0.896495411,0.361113635,1.669767009,0.735103138,0.81505206,0.781928328,0.406713536,0.911320222,0.65208028,0.539714226,0.957354319,0.720556266,1.307337947,0.981837707,1.094818886,1.180691641,0.695312581,0.99882049,1.339356925,0.252570693,1.336734633,0.730841925,0.680449186,5.90785283,1.338648284,1.117474198,0.289823681,0.976763653,1.430880526,1.152257332,1.642584085,0.535446141,0.867001766,1.260462124,0.592054181,0.714677321,1.086303103,1.162976062,0.784414788,0.987204359,0.65354099,1.655338296,0.782883205,0.746403171,0.899233622,0.807602578,0.701019207,0.896924735,1.074592208,0.321318356,0.664661984,0.51812387,0.866823925,0.423375001,0.83511682,0.639113351,1.437178548,0.930427238,0.368175387,0.483073913,1.240866772,0.917560479,0.617968565,0.895613557,1.320419333,1.141458484,0.638093902,1.263798165,0.945465818,1.047483733,0.615227494,1.491124244,0.984676692,0.908325046,0.781343446,1.055143842,0.794035311,1.108484023,0.314075255,1.530310935,1.014778692,1.195948005,1.758092674,0.611860749,1.780715916
ANXA10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790432451,1.579010837,1.131830902,0.591312159,0.709352356,1.070044787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANXA11,0.927745564,1.034877761,0.913478386,0.760058095,1.113671566,1.157497725,1.076913213,1.07456901,0.709949238,0.651312044,0.737752156,1.127564165,0.888913612,0.720440628,1.049397428,0.83932098,0.751017442,1.014101837,0.533367164,0.596303824,0.921793979,0.441090637,0.751927961,1.414168477,0.92953121,0.213375774,1.101146957,0.596741306,0.986544069,0.720176141,0.892465106,0.824900607,0.32923497,0.982161808,0.912920116,0.313882395,1.093101932,1.047292802,1.265553048,1.280031878,1.054851861,1.183864918,1.101836519,0.897997679,0.777480408,0.334522562,1.117433585,1.044505715,0.554696992,2.805914197,1.111202949,1.274899452,0.307781745,0.884221006,1.038586325,1.734409532,1.035577405,0.864498572,0.96552053,0.844987937,0.791644322,0.966185129,1.43732292,0.875798041,0.887216398,1.605163498,0.908414429,0.583953237,0.491271562,0.460682983,0.656451212,0.884078011,0.494892093,0.801270502,0.769192494,1.233973986,0.912217578,0.82028656,0.964418415,0.550835572,0.653504298,0.561844344,0.637391326,1.127769231,0.48861305,0.541499425,0.830356248,0.751532303,1.070476383,0.994077548,1.316492955,0.846040297,0.606586403,0.786861408,1.048346958,1.494105522,0.771809277,0.942178418,1.116969661,1.055827714,0.755079376,0.813528575,0.844000001,0.786781137,0.830407222,1.07605127,0.908659374,1.476924215,0.89492757,0.643453537,1.19278299
ANXA13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142817684,0.428239897,0.757333467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516141588,3.994998401,0.269489217,0.013961287,0.057937023,1.1079117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13233254,1.267029904,1.812414876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
