gene_name,BH-A0E9,AN-A04A,AN-A0AJ,AR-A1AV,A2-A0EX,BH-A18N,AO-A126,A2-A0EY,AR-A1AW,C8-A135,AO-A12B,C8-A134,A2-A0SW,AN-A0AL,AR-A1AP,C8-A130,C8-A12U,C8-A12T,C8-A131,AO-A12F,AN-A0AM,AR-A1AS,AO-A12D,C8-A12V,D8-A142,AO-A12E,A2-A0T3,AR-A0TT,A8-A076,A2-A0YC,A2-A0CM,AO-A0J9,AN-A0FL,AO-A0JM,A7-A0CE,A8-A08Z,AR-A0TV,AO-A0JL,AN-A0FK,A2-A0YD,AR-A0TR,E2-A15A,A7-A13F,BH-A0AV,A2-A0T6,A2-A0YG,E2-A154,AR-A0U4,A2-A0YF,AO-A0JJ,BH-A0BV,AO-A03O,E2-A158,A8-A06Z,A8-A06N,AO-A0JE,BH-A0C1,A2-A0YM,A8-A079,AO-A0J6,A7-A0CJ,AR-A0TX,A8-A09G,AO-A0JC,BH-A0C7,A2-A0EQ,C8-A12Z,BH-A18Q,C8-A12L,BH-A0E1,BH-A0DD,A2-A0D2,C8-A138,A2-A0EV,BH-A0DG,BH-A18U,A2-A0SX
NRDE2,6.7588,3.9409,3.1338,4.8888,2.8888,6.4765,2.7416,2.5974,3.3428,3.3129,2.6615,1.8611,0.8801,2.4052,2.7145,3.5022,3.237,3.0821,2.2627,2.4044,2.3134,3.4901,2.3149,2.3218,1.9992,3.8085,5.3481,3.5992,4.6634,4.0158,3.2029,1.3381,1.3636,4.0567,4.3794,5.8789,2.0661,0.8392,1.8717,4.7824,3.9402,2.91805,2.1293,2.8582,5.8905,3.1976,4.7222,3.0474,3.319,3.1173,3.1489,4.7603,3.7512,2.0398,6.7123,3.3321,4.1006,4.9772,3.8579,1.4049,3.7858,3.2264,4.7844,3.4739,3.4147,1.7427,3.5355,3.4269,2.4954,2.9328,4.6607,1.9225,2.6692,2.8387,4.1176,1.9285,3.6505
NREP,0.9339,2.3685,1.8814,2.5759,1.6776,1.359,1.8243,0.8089,0.6649,1.5213,0.6731,0.8561,0.7042,0.8325,0.5667,1.3771,0.6252,2.5373,1.2846,0.8493,0.452,0.9289,0.9837,1.3233,2.4097,0.7364,0.9699,1.3062,1.8881,1.7484,1.0562,0.8032,0.2554,3.5026,1.4463,4.5585,0.6046,1.5779,0.7921,4.1402,0.7918,1.59725,0.8227,2.6737,2.1735,3.6272,1.9335,0.8125,0.7212,1.5028,1.6424,2.4077,0.1757,0.9138,0.5902,2.3061,3.4369,1.821,0.5271,0.2504,1.3313,1.3312,0.6994,0.3842,2.0785,0.8361,0.9232,3.7963,1.987,1.3854,2.6119,1.6468,1.045,1.4041,2.7872,1.2449,1.3004
NRF1,23.0494,12.1157,19.7203,21.6316,14.392,23.1102,13.8066,15.0188,13.6767,11.7394,14.8549,22.4229,8.747,12.2216,19.915,14.2317,11.1057,14.2889,10.1673,14.7096,9.9728,17.2006,9.6227,14.0592,14.5786,14.2998,22.7948,16.0456,15.8516,17.5661,18.8026,6.8503,11.5284,14.5999,16.9206,20.6531,18.9859,9.5453,15.0943,19.8153,29.2086,20.2471,15.4476,15.4519,22.8308,18.8235,23.1474,17.5619,17.2617,15.5869,17.8551,18.1794,24.4677,13.0058,21.1966,9.4814,24.2916,33.4378,13.1985,10.6843,16.5462,14.4046,13.8577,20.183,19.6146,13.8596,13.1107,17.7149,12.4874,18.1091,26.5322,20.272,10.0901,19.6988,14.5195,15.5463,16.9725
NRG1,2.1264,0.4941,0.3333,0.4993,1.1183,0.1486,1.098,0.0901,0.1583,0.4635,0.0098,0.2007,0.079,0.2206,0.8546,0.2289,0.0095,1.6924,0.5925,5.551,0.2452,0.5608,0.5364,1.1369,1.1166,1.523,0.6692,0.2331,1.7721,0.2544,0.2241,0.1564,1.8268,1.9168,0.154,1.8952,0.0137,3.7847,0.1256,1.1985,0.0324,0.13275,0.2212,0.8076,2.2119,0.3333,0.5905,1.0603,0.1713,1.3326,0.5341,0.4281,0.0509,0.0279,0,1.7555,0.343,0.8126,0.0371,0.0601,0.0616,0.2951,0.1362,0.5043,0.7602,0.3111,0.8879,2.502,0.6088,0.7158,0.0502,0.269,0.4313,0.2743,2.1185,1.4564,0.9362
NRG2,2.7749,0.3811,0.1967,0.0691,0.3143,0.4147,0.2437,0.0655,0.4517,0.5106,0.1664,8.5518,0.0827,0.4432,0.4204,0.2152,0.1618,0.2444,0.222,1.9398,0.4948,0.0575,0.8724,0.879,0.129,1.432,0.4601,0.4472,0.1505,0.1392,3.8912,0.5643,1.6926,0.1039,2.0741,0.1814,0.4969,1.7876,0.0815,0.3392,0.3286,0.31365,0.1059,0.1058,0.3496,0.2702,0.0416,6.9034,0.1908,1.0524,0.2258,0.116,6.0773,0.0649,0.0995,1.3218,0.2408,4.8982,0.0323,5.3459,0.1289,0.7639,0.2217,1.8546,0.9749,0.1892,0.1199,11.2439,0.3374,1.9046,0.2167,0.1125,0.0841,0.1578,0.6232,0.0928,1.202
NRG3,0.6671,0.1641,0.1948,0.1225,0.0278,0.3403,0.1131,0.3248,2.9932,0.4399,0.2816,0.0239,0.4968,0.1571,0.1355,0.6724,0.0521,0.361,0.0463,0.7662,5.0616,0.102,0.0604,0.7436,0.1676,0.2896,0.0839,0.1561,0.1641,0.3391,0.2925,0.2591,8.2596,0.2578,0.0438,0.3081,0.0226,0.4874,0.2046,0.2875,0.0121,0.11155,0.0804,3.0471,5.5767,0.3024,0,1.5959,0.6365,0.3224,0.3288,0,9.2489,0.0862,0.0441,0.5283,6.1748,2.0917,0.0573,0,0.1523,0.3557,0.262,0,0.1145,4.191,0.0911,6.0163,0.052,0.1647,0.0443,0.1869,1.1922,0.035,0.7495,0.1175,0.2412
NRG4,0.2029,0.1298,0.2545,0.1014,0.1008,0.3238,0.3723,0.276,0.072,1.2479,0.0555,0.5593,0.059,4.7007,0.2102,0.8304,0.1887,0.1494,0.2633,0.6096,0.207,0.0879,0.075,0.1465,0.1103,0.2466,0.186,0.1118,0.2122,0.2338,0.398,0.1246,0.1108,0.2666,3.3266,0.1524,0.1285,0.2701,0.0373,0.1352,0.1757,0.18245,0.1664,0.3636,0.1725,0.3258,0.1335,0.131,0.1234,0.1429,0.1183,0.3012,0.7492,0.0446,0.1459,0.3207,0.0828,0.0625,0.1777,0.0721,0.1182,0.1661,0.1161,0.4374,0.1615,0.2244,0.1885,0.5226,0.2017,0.0852,0.3208,0.4767,0.3303,0.1928,0.1224,0.1944,0.1663
NRGN,8.23,7.8069,6.3191,5.8197,4.5891,11.7102,13.1625,8.8889,2.4208,10.8132,6.6569,13.8872,14.0144,17.6284,11.7421,7.1309,4.2398,6.3046,15.5041,12.5715,14.3211,16.1477,6.0492,9.3967,10.3053,4.2652,8.6233,5.9112,16.3327,8.4019,6.062,7.7109,11.6316,14.5027,10.583,6.8813,7.0077,11.1769,20.1417,17.451,1.7656,5.40245,12.3391,12.1895,3.8763,13.0536,5.6821,12.9028,15.6223,10.3492,7.5865,2.3461,13.0761,3.4138,3.095,8.3071,11.6453,11.3856,6.8637,6.4941,5.3795,18.7602,7.9296,6.5691,4.5889,7.0489,14.4935,6.4886,20.9792,10.6894,4.8051,16.9028,13.9877,3.5915,7.8234,37.3557,4.344
NRIP1,70.7649,73.2025,22.5897,115.9984,39.6819,141.8785,7.1139,33.3967,19.6239,49.3891,28.2389,4.4363,16.0948,27.7439,116.603,10.8359,44.4384,23.8859,18.0247,8.8352,23.4672,46.5087,36.7862,22.6817,19.8186,61.3416,134.6224,23.1,49.4084,262.7819,10.14,8.5522,3.2614,33.4294,20.984,109.3437,49.1641,3.106,12.781,113.6948,65.5101,98.81615,69.0421,20.28,72.135,110.8538,129.2661,114.1939,151.6284,59.9687,50.7708,36.4646,6.9793,196.1216,76.0485,26.6229,107.3084,92.8228,41.7771,19.4402,68.9304,34.0726,42.713,22.743,98.5243,20.3063,33.7818,20.2819,55.6163,78.311,134.1681,11.9964,6.036,55.0164,51.752,36.9705,30.086
NRIP2,10.3291,2.9201,2.5915,5.1303,9.1973,8.4883,5.6928,3.7888,4.6557,5.5191,4.8237,4.0935,1.6079,3.0437,4.8116,6.9809,1.4669,2.2114,1.516,6.8146,1.9522,1.8185,2.7636,3.3972,3.5144,5.8771,3.1861,5.3842,3.2741,5.9161,3.5504,7.8594,2.3901,1.4949,5.1271,5.0673,3.8332,3.3404,3.9303,11.8623,3.783,6.3979,5.7147,3.2218,7.3873,3.0459,6.4635,2.5706,5.6699,9.8994,5.1954,3.8872,8.5227,4.5737,5.8571,3.7292,7.2836,2.2755,3.3637,1.2426,2.9982,5.1865,5.4034,13.6901,5.8766,5.7677,1.2327,12.3242,2.4227,5.0888,3.1342,4.3671,5.7546,2.8168,5.2647,1.9505,5.7474
NRIP3,1.5813,6.4287,21.0955,4.6121,17.429,547.3716,41.535,16.3775,16.8301,2.8647,6.7702,15.3613,10.4308,1.9926,3.3906,15.9746,15.0832,23.1491,4.4156,1.2741,3.085,16.6275,2.6163,6.5249,3.3677,12.8488,4.3794,5.5651,15.0612,66.3525,3.722,2.6631,1.4473,3.4319,6.4476,11.6915,1.6493,0.8659,16.9892,5.7101,5.8972,8.60145,2.0768,10.9209,4.5767,1.7456,4.5275,8.4375,2.0789,1.2904,1.62,5.6944,19.2484,3.5016,464.0839,4.9458,8.7835,8.4655,5.5531,2.3005,133.0566,9.3771,1.0604,1.3392,19.53,2.3718,2.1033,3.7384,6.8925,11.9746,12.7045,2.2747,1.6086,44.0262,5.0504,45.7357,10.2875
NRK,0.7375,0.8109,0.4335,1.9988,10.1907,10.22,1.0427,1.8554,1.25,14.0841,0.2907,0.1552,0.5431,0.3833,2.6256,3.4549,0.5511,4.204,1.2987,0.7029,0.8785,0.995,1.3621,0.2687,0.6113,0.5079,0.3251,0.7682,3.5868,2.1339,0.434,0.2254,0.0422,0.9284,0.1186,6.5077,0.3673,0.0142,0.1957,2.4653,0.0066,1.77855,2.2025,2.0776,56.5001,0.9428,1.9891,0.0824,1.1915,1.6541,1.4801,1.4672,0.0455,1.3984,0.4159,10.3473,1.1858,0.1114,0.6054,0.0294,0.3372,4.3293,0.8167,0.2752,0.5304,12.8093,0.3704,0.4366,2.8193,2.9533,6.6226,0.2296,0.9637,0.4612,2.7588,5.5974,0.4521
NRL,1.6255,1.0012,0.8649,1.2988,0.9525,2.3587,1.5243,1.0846,1.5376,0.5588,3.0571,1.505,1.3743,0.6013,1.7569,1.7506,1.0401,1.2018,0.7389,0.9743,1.8475,0.7362,1.1017,1.682,0.6602,1.6216,2.6387,1.3691,1.3449,1.5349,1.5445,0.68,1.5102,0.5458,0.6486,1.0234,2.7805,0.5954,1.3035,2.4135,2.1439,1.62195,0.7185,0.481,2.2688,1.2356,1.1771,1.7184,1.5533,1.3783,1.8415,1.5232,0.2992,0.8601,2.2218,1.2831,0.8211,0.5238,1.4147,0.3795,2.5329,1.3604,1.8881,2.3697,1.5664,18.3707,0.3116,1.2422,1.3785,1.4392,1.0778,1.4061,2.1602,0.7042,1.4092,0.7633,1.6039
NRM,17.0028,33.8851,49.1167,18.8461,20.6099,27.3,64.992,20.3242,14.9998,19.9437,27.1973,83.2611,40.6744,42.1673,20.5506,17.5559,11.5484,39.2292,49.7425,22.7695,26.5245,36.9748,15.4258,39.9446,77.588,33.0838,22.8042,15.946,34.8448,26.9795,59.7195,42.4485,23.616,90.9322,42.525,39.6603,51.1123,27.9991,31.8081,27.4372,7.8853,81.8682,62.0923,112.6791,19.3623,42.8732,29.0693,36.659,42.6711,27.887,27.907,21.6568,15.9388,23.6604,22.2536,36.7951,28.0022,82.3914,57.0456,31.0912,62.3352,27.2366,20.1442,40.3454,60.9126,37.1291,17.6563,56.3681,24.4586,48.6681,56.1783,53.1978,39.4574,36.0673,39.7277,53.0234,32.9867
NRN1,29.5294,14.992,8.8715,17.8608,26.6278,7.1102,31.6046,7.6415,5.8891,14.5869,2.2533,11.0714,8.1578,9.5579,13.6534,16.1381,4.3218,39.2588,8.4371,149.7672,7.4908,35.0452,7.325,28.1203,17.9448,20.93,12.5288,4.8004,11.4155,13.3047,7.9716,28.244,57.8262,17.3147,43.9059,34.262,4.6673,23.1495,5.9588,36.713,2.8381,7.8722,9.0141,105.1918,31.5838,6.5544,10.7201,110.4937,9.8255,24.7378,14.8036,5.7576,10.3243,2.301,5.3474,20.2921,13.9335,100.8093,5.5281,39.5225,5.882,16.0524,4.6964,23.4941,8.8888,4.9273,13.5878,11.5125,8.3268,10.5649,5.9381,8.3183,17.407,13.5783,18.367,10.351,17.322
NRN1L,0,0,0,0.0657,0,0,0,0,0,0,0,0,0.0437,0,0,0,0,0,0,0,0,0,0,0.0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1359,0,0,0,0,0,0,0,0,0,0,0.0512,0,0.0681,0.0615,0,0,0,0.0529,0,0,0,0,0,0,0,0,0,0,0
NRP1,42.0425,35.5152,18.2574,49.9862,26.7854,32.3905,25.0586,17.8063,12.4997,36.5923,15.0131,18.7481,12.8932,33.4814,28.2945,38.7705,9.62,32.9783,31.0019,44.2018,13.509,33.946,29.7573,27.7735,41.237,31.8735,23.982,21.8406,25.1632,33.5149,32.4225,28.4556,12.3507,33.7887,15.9777,77.0927,11.0001,23.2274,28.976,69.1301,8.3097,23.2545,48.1545,52.7885,57.1325,27.269,19.5908,39.8037,39.9292,40.1154,41.8534,12.4499,7.077,17.6815,9.7431,49.2229,40.9921,22.7087,10.998,29.3389,14.8393,30.6334,22.7589,31.8014,34.3706,14.584,26.3701,43.4339,17.997,57.9861,29.1206,20.4219,21.1869,24.5766,44.9494,21.9712,99.0725
NRP2,17.6328,18.4143,11.3308,20.7828,13.8958,14.3362,18.2183,12.5492,11.8304,10.4533,4.4834,137.8681,10.864,17.4678,14.5648,10.7581,3.5695,22.3049,10.961,14.9009,10.4282,11.7971,17.7458,21.7586,24.1431,6.6954,15.5253,24.7501,21.0636,15.563,33.3886,9.3107,2.6857,20.7576,8.3674,46.4424,7.0368,11.0898,10.5897,32.9955,2.9237,13.72345,10.1648,40.8495,38.9305,14.2574,16.9465,64.2373,13.4957,10.3976,20.0539,8.8126,2.3339,4.8243,3.4759,29.16,24.7605,35.3182,5.6205,8.373,6.2706,16.4532,7.8587,7.0256,12.2271,7.5348,11.9991,11.6171,15.0778,13.4836,12.1252,11.0311,10.8657,15.967,30.9963,14.9744,20.4053
NRROS,9.0096,3.2632,7.0618,5.0843,6.8009,6.0636,6.017,6.2893,14.7888,5.3293,10.6502,12.1643,4.7941,4.9591,6.9682,5.2071,5.6663,3.4362,4.1616,3.7082,4.9798,4.9557,5.1866,28.2329,6.2295,8.1827,3.4328,14.5671,6.4782,7.7041,9.5294,7.3731,2.1085,3.6569,6.3026,14.2377,8.7874,2.9277,5.9213,13.0222,7.6404,9.04335,5.2296,5.0741,14.3052,2.6605,3.1337,20.8025,8.1135,12.8333,7.1349,5.6694,1.3523,3.2909,4.1808,6.4103,7.1582,12.0922,3.3642,3.31,4.111,12.686,7.2818,23.8473,4.8977,13.5497,1.8745,9.0123,3.6751,6.4565,4.5719,6.9315,5.6562,4.7121,10.116,3.7827,15.7485
NRSN1,0.0494,0,0,0,0.1052,0.0171,0.013,0,0.0219,0.0158,0.0169,0.01,0.0205,0.0424,0.0213,0.0126,0,0,0,0.0247,0.012,0,0,0,0.048,0,0,0,0.0258,0,0,0,0,0,0,0,0,0.0219,0,0.0165,0.0306,0,0.0338,0.1329,0.015,0,0,0,0,0.0435,0,0,0,0.2806,0.0111,0.0145,0.0336,0.198,0,0,0,0.0434,0.0354,0,0.0918,0,0,0.0199,0,0.0346,0.0558,0.0157,0,0.0587,0.0331,0,0.1519
NRSN2,105.329,92.8298,64.1546,67.2406,58.8849,70.6449,94.3803,47.5234,91.2454,33.6624,88.3833,34.6149,44.45,75.7862,126.7997,28.0166,157.9022,46.0896,37.9396,32.621,68.8459,98.338,18.5173,71.5808,55.8777,86.4044,53.198,42.6443,57.8871,82.1396,39.7039,47.6427,47.3461,136.9405,56.279,57.1077,111.4096,51.6942,82.6184,104.1407,92.7986,30.05935,63.6343,61.6356,60.2864,117.6083,108.4234,82.151,74.2566,58.2705,107.7137,53.5776,44.5454,108.7118,132.4482,56.4124,73.8472,75.254,53.3085,46.7954,114.589,27.0334,41.0924,22.5685,50.2461,67.6959,87.5186,71.7835,6.5821,43.2121,117.9535,47.0812,72.5655,81.1982,93.5038,109.0384,32.4449
NRTN,4.5315,0.6777,5.2797,0.8602,0.7171,1.0833,0.7704,1.1949,2.0368,1.3534,3.4523,53.5358,0.6482,7.9333,2.1405,0.2349,0.6712,1.9606,1.0294,54.0819,4.1503,2.6254,0.1697,10.1121,0.428,2.1532,1.572,0.3936,0.2881,0.7698,0.2162,0.5924,3.9672,1.8966,19.7193,2.1953,3.5417,50.6525,1.9157,2.0801,0.4544,8.3295,1.381,6.4743,0.2232,0.826,2.7622,1.5417,1.0243,1.9405,0.6692,9.4626,70.873,0.5046,3.0963,0.5376,1.1863,20.4913,6.1668,10.1835,0.3566,0.376,0.5256,0.3395,6.14,4.7552,0.2844,16.7817,0.913,2.1842,0.4841,17.1466,2.5914,0.491,2.7703,1.5398,7.1977
NRXN1,1.4449,0.1569,0.01,0.0168,0.1091,0.0027,0.0141,0.0682,0.0375,0.0566,0.0551,0.0327,0.0622,0.0264,0.0796,0.0806,0.0179,0.0113,0.0317,0.1077,0,0.0233,0,0.0555,0.1641,0.0817,0.0282,0.0024,0.1366,0.0201,0.0211,0.0165,0.0019,0.0289,0.8978,0.0367,0.0022,0.1551,0.0024,0.0819,0.0166,0.01735,0.021,0.0436,0.0583,0.0592,0.0217,0.0322,0.0058,0.0428,0.014,0.0101,0.2015,0.0352,0.0363,0.0427,0.2325,0.2723,0.0262,0.3214,0.0075,0.1416,0.077,0.0899,0.0999,5.2225,0.003,0.2814,0.0255,0.0484,0.3674,0.0073,0.0167,0.0183,0.1494,0.0276,0.1023
NRXN2,3.8673,2.3328,1.4528,0.4865,1.4883,0.4872,0.6051,0.6826,1.7023,1.7379,0.2367,1.0567,0.1837,1.3591,1.9678,0.8119,0.3387,0.7081,0.505,0.708,0.7244,0.2916,0.533,0.8739,0.9862,1.9836,1.1936,1.1247,0.4024,0.4989,0.5133,1.2939,0.2865,0.7765,0.2682,1.051,1.301,0.717,0.4898,3.6521,0.3629,1.04235,1.2886,0.8217,0.9407,0.6921,0.9311,0.5527,0.5413,4.1437,1.8643,0.6887,0.2008,0.1515,0.0865,0.7151,1.4909,0.9663,0.2714,0.1784,1.9421,1.3333,0.8166,0.8414,1.8577,1.2862,0.7892,0.7046,0.5227,1.2245,0.4635,0.6108,1.0334,0.7657,1.0961,0.4032,1.0544
NRXN3,0.8656,2.7901,0.1782,0.8843,0.9773,5.0952,0.11,0.38,0.2646,1.6047,1.9807,0.194,1.0617,0.2513,0.1245,0.1577,0.257,0.5406,0.1044,0.2856,0.0637,0.125,0.6298,0.2998,0.4049,0.2847,1.1303,1.6537,0.1406,2.0919,0.0926,0.1128,0.1367,0.4431,0.0987,0.309,0.1811,0.3549,7.7795,0.5765,5.4458,0.4002,2.2452,0.2546,0.3425,0.8256,0.3204,0.0635,3.068,0.3848,0.6593,0.1145,0.2035,5.7997,6.6314,0.5834,0.4324,0.0445,0.0574,0.0155,2.3295,4.8166,0.8256,2.1124,4.2826,0.6196,0.472,0.2058,0.856,3.669,2.0242,0.1083,0.2028,0.6894,1.1339,1.2131,0.3359
NSA2,58.0848,74.7029,89.3162,67.2891,89.5584,96.091,74.2541,31.1378,34.3327,42.7542,119.8607,39.723,28.0382,31.34,62.9902,27.7862,66.469,76.2296,24.448,30.3003,77.6184,80.3712,48.8501,39.7791,26.667,105.4076,58.2974,34.166,51.8079,61.9617,52.5106,82.334,17.3154,84.9907,42.3668,72.194,31.4499,25.0459,68.2281,55.4311,134.6115,40.17715,66.7395,77.4877,88.5261,49.9227,115.463,53.595,67.5454,79.0665,70.9674,86.3155,28.0001,64.988,104.1148,65.344,114.4431,38.1817,90.3759,54.1463,70.6418,70.52,44.7508,83.5429,64.018,41.3353,53.4951,65.9592,29.4108,103.9209,74.8837,55.8411,36.6667,88.7602,57.7047,86.7469,29.3031
NSD1,33.0192,22.6144,30.4192,53.9942,22.2574,47.7958,15.8757,19.8535,23.048,19.5271,24.3564,22.7458,10.3184,16.4964,35.1376,12.6271,18.4699,28.7029,10.0838,24.3401,25.154,23.1153,22.9462,19.7751,14.8636,26.0742,50.0275,32.6261,42.0535,31.8585,23.1494,14.4252,7.5321,29.7741,12.7471,51.2409,27.3392,7.0776,18.3317,27.8496,60.5579,39.84235,15.3221,26.4158,41.5966,69.3598,29.725,32.3169,28.7225,17.2987,19.285,50.5646,13.9814,29.6479,46.1757,16.8159,52.7137,46.4022,27.4904,30.503,31.7542,41.8986,43.8731,23.1867,32.7887,21.2606,51.8617,28.4966,23.2746,28.1601,62.6891,21.1636,13.7029,36.2198,29.2517,29.2116,27.9284
NSD2,11.8325,8.8013,42.1869,24.0554,8.4293,26.0043,9.9755,16.2044,14.153,7.4484,12.2276,45.0383,9.7116,19.2957,22.3646,21.4706,23.627,23.6767,12.5737,16.6294,11.5996,16.8814,8.3232,13.6309,13.1744,14.5314,16.6119,20.3853,22.5174,20.8931,22.7147,7.8881,5.9709,12.4254,23.6005,20.6809,19.7368,8.2137,7.4392,14.7314,11.3401,20.71065,17.3663,32.4776,12.7616,26.9055,19.5104,18.3499,17.8306,13.4819,15.4938,25.5846,20.0007,13.7,27.5505,11.2352,17.5729,66.2953,43.7621,13.6319,13.7416,16.9856,12.4741,14.582,19.3761,14.8502,8.7545,22.3094,34.1881,22.6379,55.3749,25.2111,6.6966,15.3318,14.2635,12.8972,39.0107
NSD3,26.8484,12.9789,11.2499,26.6572,92.9455,9.3916,9.7795,17.7409,16.6391,10.2902,26.3098,37.1518,15.0509,14.7679,18.8586,9.249,13.6581,21.4722,6.042,15.051,10.5411,12.2579,11.4488,22.0481,9.0871,16.8468,76.4998,19.9956,28.8345,37.0415,31.425,6.6421,4.7734,18.4504,22.5345,43.3823,15.1124,6.8892,24.6787,29.7688,47.2515,22.96725,27.6042,18.6034,31.9387,29.6397,38.1841,27.5597,35.9529,21.8725,15.2466,17.8506,24.645,11.2492,46.6331,11.1466,31.8489,165.4079,9.063,40.8127,23.7883,16.3454,23.8672,29.6077,37.1929,11.0627,12.7111,29.514,21.3726,27.6326,34.6259,22.2143,7.8523,27.9295,29.794,310.2856,23.6303
NSDHL,66.7889,84.7214,66.0032,51.9361,52.4817,49.3904,56.3947,65.638,15.8433,47.8956,21.5875,71.9426,62.4352,78.9321,50.3913,45.0323,119.7092,70.4304,36.0327,47.0402,47.4334,82.6166,34.3425,63.1839,55.4725,39.9441,46.4161,30.0508,75.3493,37.7202,94.6213,23.0696,52.3185,46.6062,62.3796,41.1566,47.9028,17.0715,69.5608,36.6425,65.609,76.2713,65.2559,54.1407,39.6752,55.8905,49.1585,45.1367,52.1002,46.0021,91.502,70.3972,46.0136,75.3029,76.7947,60.9387,46.6249,58.9074,44.4428,100.0133,68.4556,38.5302,58.095,24.4557,62.787,43.2221,59.6014,53.5622,135.1702,50.5053,63.8972,103.0452,43.9148,73.7539,92.9327,38.2231,33.1953
NSF,38.3589,31.7047,61.897,104.3486,42.4951,38.109,24.1653,39.7522,28.1887,28.6708,49.2626,68.914,60.3767,28.8589,56.9858,62.9136,41.94,35.0834,19.2559,28.8681,24.9287,57.0634,35.5615,31.6993,35.1873,65.0796,116.7251,44.3619,54.7146,80.3955,35.1162,10.1314,20.5009,34.2888,38.8591,50.9494,69.1762,7.684,51.3494,63.9424,78.3563,75.07095,99.117,31.305,55.0698,58.1088,35.6706,46.8409,84.4001,46.6525,70.4911,44.7237,20.365,93.8941,125.1469,53.2032,30.5751,36.8001,25.3085,36.8581,64.5827,32.0767,408.4694,30.4624,142.7005,20.0093,34.2282,38.2658,53.987,62.8446,58.1971,27.1508,45.5831,65.5842,30.3505,76.2536,28.3842
NSFL1C,45.3888,44.911,61.5996,53.9768,37.0711,50.0991,39.7115,90.6815,86.3055,29.2556,39.3829,37.4247,37.6578,48.7549,77.1778,29.3047,65.2135,53.8524,41.142,27.8548,46.339,49.8905,32.4379,71.1325,41.0845,45.3438,39.9925,78.886,65.6353,50.6138,32.2101,21.9371,41.9057,55.2476,35.2501,43.2944,75.1928,20.7934,44.5944,55.7544,51.8982,37.31885,42.2213,36.9966,41.5772,62.8149,46.2293,52.48,40.9377,39.7518,61.543,46.9784,34.8353,55.0475,71.7768,76.9155,41.1369,37.9962,47.926,39.7229,76.2373,36.2571,41.3637,31.5586,34.4308,58.4746,36.2859,56.3397,30.3964,30.9799,49.578,57.5087,33.4007,43.6267,47.2914,81.0249,36.7222
NSG1,11.4616,3.1754,0.1467,0.1022,1.328,0.2272,0.282,0.332,1.5249,1.4684,0.1279,0.6921,0.3787,7.9337,1.2113,1.0768,0.4506,1.8249,0.1656,0.4684,0.3182,0.1621,0.6048,1.1538,0.5087,2.5588,1.1723,0.7588,0.1467,0.7106,0.6974,1.0487,0.209,0.1976,3.1173,0.6708,0.2558,0.0519,0.1004,0.7322,0.188,0.60335,0.4955,1.8583,2.8697,0.7812,0.2198,0.1057,0.3201,2.0452,0.7498,0.245,0.1502,0.0257,0.0946,0.4518,0.8745,26.5086,0.1479,0.12,0.6357,0.7523,0.7697,2.8238,1.2657,0.1999,0.0905,2.5791,1.705,1.5705,0.1409,1.2624,0.8883,0.6808,1.8342,0.3221,28.1283
NSG2,0.1413,0.9776,1.0801,0.182,0.3385,0.1287,0.0417,0.1567,0.0705,0.2037,3.3501,0.0107,0.088,0.0606,0.2058,0.1898,0.2288,0.2731,0.1876,0.1061,0.0257,0.0918,0.0816,0.0159,0.2058,0.0115,0.4697,0.0487,0.0693,0.1388,0.0624,0.0488,0.0395,0.2736,0.0296,0.2352,0.0153,0,0.0975,0.6177,0.1311,0.1816,0.3079,0.0633,0.1609,0.1532,0.4483,0.0171,0.0134,0.1244,0.1158,17.3052,0.0142,0.3397,1.5364,0.0776,0.1441,0.0327,0.0387,0.0418,0.0171,0,0,0.0326,0.1265,10.1227,0.0205,0.1493,0.0351,0.0556,0,0.0337,0.3451,0.3148,0.2842,0.476,0.0271
NSL1,12.7821,6.1606,11.0474,14.2725,7.1006,7.4659,6.5809,9.5043,8.0794,5.3129,10.5015,7.762,4.8243,3.2689,6.1374,7.3462,6.0071,8.0993,7.8166,11.8574,4.2543,16.9946,5.807,6.5359,5.266,8.1252,11.5392,9.7526,10.6767,13.1521,6.1096,6.2961,4.0771,11.3692,13.6731,15.3694,6.5569,3.8358,10.3279,17.9022,14.2359,9.14705,11.908,5.8842,11.7027,10.1351,10.7483,7.085,13.2931,10.5314,11.6668,11.6208,5.8252,6.879,11.5754,8.5436,16.8677,9.2803,6.9045,4.4489,8.7744,6.8519,5.9484,9.3297,16.9409,5.889,12.8656,6.9352,4.1814,12.3045,17.3604,6.264,7.0903,11.0218,8.3253,13.6863,8.7172
